year,name
2017,"Anne N. Thorndike"
2017,"Ashley Davis"
2017,"Athanasios Balafoutis"
2017,"Azizur Rahman"
2017,"Belhouchette Hatem"
2017,"Ben Gray"
2017,"Benjamin H. Tong"
2017,"Brad Bauerly"
2017,"Bridget S. Farrell"
2017,"Brittny A. Wells"
2017,"Bryan C. Hutchins"
2017,"Bryce Cooke"
2017,"Buerhan Saiti"
2017,"Byungrok Min"
2017,"Carissa M. Orlando"
2017,"Carlo Bisaglia"
2017,"Carolyn A. Young"
2017,"Cäzilia Loibl"
2017,"Charles B. Riddle"
2017,"Charles F. Lynch"
2017,"Chaturia D. Rouse"
2017,"Christopher Frampton"
2017,"Christopher N. Ford"
2017,"Claudine A. Jenda"
2017,"Constanza Marín"
2017,"Dafeng Hui"
2017,"Daniel A. Grear"
2017,"David A. Hanauer"
1996,"Donald Patrick"
1996,"Thomas G. Johnson"
1997,null
1997,"Gerald J. Jogerst"
1999,"John Cromartie"
2000,"Ari Kirshenbaum"
2000,"Nanci Fowler"
2002,"Alexander Tsodikov"
2003,"James Talley"
2003,"Janis E. Johnston"
2003,"R. Turner Goins"
2004,"Ann Ward"
2004,"Choongiap Lim"
2004,"Folashade Omole"
2004,"Pamela K. Brown"
2005,"Anne H. Skelly"
2005,"James Shortle"
2005,"Keith E. Heller"
2005,"R. Turner Goins"
2006,"David Espinosa"
2006,"Dedra Buchwald"
2006,"Jeanette M. Daly"
2006,"Martin Kulldorff"
2006,"Paul K. Halverson"
2006,"Robert C. Millikan"
2006,"Susan A. Hall"
2006,"Suwen Pan"
2006,"Wil Gesler"
2007,"Jennifer R. Havens"
2007,"Lenna Ontai-Grzebik"
2007,"Shannon L. Golden"
2007,"Todd Gerber"
2007,"Virginia Rovnyak"
2008,"Barnali Das"
2008,"Edmund M. Ricci"
2008,"Xianli Xia"
2009,"Emily J. Hauenstein"
2009,"Guofen Yan"
2009,"John Young"
2009,"Kimberly M. Kelly"
2009,"Stephen Crystal"
2010,"Arlene S. Ash"
2010,"Carl G. Leukefeld"
2010,"Gingi M. Fulcher"
2010,"Melvin Wilson"
2010,"Paul A. Estabrooks"
2010,"Peter R. Carroll"
2010,"Timothy S. McNeel"
2010,"Virginia M. Weaver"
2010,"Wesley R. Dean"
2011,"Beth B. Murinson"
2011,"Jean L. Forster"
2011,"Jean Paul Tanner"
2012,"Alan N. Langnas"
2012,"Bryan J. Vanduinen"
2012,"Marcia Valenstein"
2013,"Lynne Vernon-Feagans"
2013,"Mary Burton"
2013,"Teresa L. Scheid"
2013,"Thomas A. Arcury"
2013,"Thomas G. Johnson"
2014,"Jian Ying"
2014,"Kristy K. Ward"
2014,"Lauren C. Balmert"
2014,"Mariel Osetinsky"
2014,"Robin C. Vanderpool"
2014,"Ronald C. Chen"
2014,"Scott K. Proescholdbell"
2014,"Yvonnes Chen"
2015,"Amy Gatto"
2015,"Craig M. Meyers"
2015,"Darren Ruddell"
2015,"J. Matthew Webster"
2015,"Joel L. Weissfeld"
2015,"Kevin T. McVary"
2015,"Paul Muntner"
2016,"Douglas J. Wiebe"
2016,"Ethan M. Basch"
2016,"John C. Williams"
2016,"Kimberly A. Greder"
2016,"Lance C. Keene"
2016,"Laurence Albiges"
2016,"María L. Gómez"
2016,"Shawn N. Mendez"
2016,"Stephen Chan"
2017,"Abani K. Pradhan"
2017,"Aditi Vasan"
2017,"Airong Zhang"
2017,"Alexander G. Fiks"
2017,"Alexander V. Prishchepov"
2017,"Alexandre Gohin"
2017,"Alexzandra F. Murphy"
2017,"Alfredo de la Escosura-Muñiz"
2017,"Alicia Rosburg"
2017,"Amadou Maiga"
2017,"Amanda M. Countryman"
2017,"Amber Hromi-Fiedler"
2017,"Amita Sehgal"
2017,"Andrew A. Bishop"
2017,"Andrew L. Webb"
2017,"Anupam Datta"
2017,"Ashley Napier"
2017,"Bao-Luo Ma"
2017,"Barbara J. Smith"
2017,"Beate Ritz"
2017,"Ben Larson"
2017,"Berry J. Brosi"
2017,"Bimo Bimo"
2017,"Binaifer Bedford"
2017,"Bradley D. Stein"
2017,"Brenda Vale"
2017,"Brittany Davison"
2017,"Calvin F. Wolter"
2017,"Cameron Walker"
2017,"Cao Xiao"
2017,"Carolyn T.A. Herzig"
2017,"Carrie M. Lee"
2017,"Carroline Lobo"
2017,"Catherine Kreatsoulas"
2017,"Charlene Bang"
2017,"Charles L. Wolters"
2017,"Charlotte de Callataÿ"
2017,"Charlotte Decock"
2017,"Christian J. Nelson"
2017,"Christina Gerometta"
2017,"Christine Ogilvie Hendren"
2017,"Christopher A. Longhurst"
2017,"Christopher McGinn"
2017,"Chuck Yoest"
2017,"Chung-Chou H. Chang"
2017,"Claudia Guajardo"
2017,"Colin G. Scanes"
2017,"Cynthia A. Randles"
2017,"Darin J. Erickson"
2017,"David Eitelberg"
2017,"David Garthwaite"
2017,"Devan N. Gengler"
1996,"Margaret M. Kaehny"
1997,"Dianne Stiles"
1997,"Tina R. Raine"
1998,"Daniel F. Perkins"
1999,"Jo Anna Grant"
1999,"Timothy M. Cowan"
2002,"Debra M. Phillips"
2002,"Mary L. Greaney"
2002,"Pamela Logan"
2003,"Donna L. Richter"
2003,"Scott R. Kegler"
2004,"Anne Bowen"
2004,"Wendy N. Nembhard"
2005,null
2005,"James R. Hebert"
2005,"Jamie Perin"
2005,"Patita Bhuridej"
2005,"Shannon L. Smith"
2006,"Anna Johnson"
2006,"Natalie Brevard Perry"
2006,"Richard W. Grant"
2007,"Joseph C. Gfroerer"
2008,"David Hemenway"
2008,"Richard R. Cline"
2008,"Tim Slack"
2008,"Tracey J. Woodruff"
2009,"Chelsea McKell"
2009,"Emily M. O'Malley"
2009,"Karen Pazol"
2009,"Miriam E. Nelson"
2009,"Stella Jouldjian"
2009,"Susan E. Carozza"
2010,"Alvin H. Moss"
2010,"Eric M. White"
2010,"Mary Jo Katras"
2010,"Michael R. Pemberton"
2010,"Stephen A. Hammer"
2010,"Susan L. Furth"
2011,"Carl Leukefeld"
2011,"Donna O. Farley"
2011,"Yong-Fang Kuo"
2011,"Yu-Hsuan Shao"
2012,"Agricola Odoi"
2012,"Heather J. Zimmerman"
2012,"Jean Forster"
2012,"Jona A. Hattangadi"
2012,"Robert L. Phillips"
2013,"Carrie B. Oser"
2013,"Jeffery Talbert"
2013,"Robert J. Taylor"
2014,"Francisco X. Aguilar"
2014,"John E. Paul"
2014,"Kristin Bianchi"
2014,"Lucas Moore"
2014,"Philip C. Amrein"
2014,"Quoc-Dien Trinh"
2015,"Andrew O. Johnson"
2015,"Christine Nelson"
2015,"Frances Hardin-Fanning"
2015,"Jeffrey S. Hallam"
2015,"Julie L. Daniels"
2015,"Lars E. Peterson"
2015,"Lindsay E. Kuo"
2015,"Mujahed Alikhan"
2015,"Peter M. Layde"
2015,"Peter Wingrove"
2015,"Rahul Khanna"
2015,"Roger T. Anderson"
2015,"Stephanie A. Mullane"
2015,"Wendell G. Yarbrough"
2015,"Weston O. Williams"
2015,"Yuan Yuan"
2016,"Ashley I. Naimi"
2016,"Faika Zanjani"
2016,"Felix G. Fernandez"
2016,"Janice Kuperstein"
2016,"Katherine M. Seavey"
2016,"Mani Menon"
2016,"Maryam Moghani Lankarani"
2016,"Paul L. Nguyen"
2016,"Pratibha Nayak"
2016,"R. Bruce Donoff"
2016,"Sherrie Flynt Wallington"
2016,"Tanya L. Tompkins"
2017,"A. Nicholas E. Birch"
2017,"Adaora A. Adimora"
2017,"Adebola Adedimeji"
2017,"Agnes Gozdzik"
2017,"Akhter Ali"
2017,"Alan J. Schlegel"
2017,"Alberto Sinibaldi"
2017,"Alex J. Goodell"
2017,"Alistair J. Davies"
2017,"Allison R. Fleming"
2017,"Alyssa J. Beltran"
2017,"Anelia Milbrandt"
2017,"Ani L. Katchova"
2017,"Anna H. Chocallo"
2017,"Anurag Sharma"
2017,"Ashar Aftab"
2017,"Ashu Kedia"
2017,"Ben Eborn"
2017,"Benjamin C. Anderson"
2017,"Benoît Brandelet"
2017,"Bernardo C. de Gennaro"
2017,"Brady T. West"
2017,"Bryce Blackman"
2017,"Cameron P. Wake"
2017,"Caroline Mwongera"
2017,"Catherine C. Cohen"
2017,"Catherine M. Hickey"
2017,"Chao Liu"
2017,"Chieri Kubota"
2017,"Christian H. Krupke"
2017,"Christine A. Watson"
2017,"Christopher J. Jang"
2017,"Christopher K. Black"
2017,"Ciaran Driver"
2017,"Cinnamon-Jo Lindsay"
2017,"Cody D. Cornelius"
2017,"Colleen M. Heflin"
2017,"D. Ray Langham"
2017,"Dan Blue"
2017,"Daniel Müller"
2017,"Daniel W. Barker"
2017,"Daniela Rodica Iov"
2017,"Darren J. Freeman-Coppadge"
2017,"David E. Anderson"
2017,"David Gimeno Ruiz de Porras"
2017,"David J. Read"
2017,"David Lieberman"
2017,"David M. Kern"
2017,"David P. Welch"
2017,"David S. Lucas"
2017,"Deborah A. Cohen"
2017,"Dianne S. Ward"
1998,"Wishwa N. Kapoor"
2000,"Lutchmie Narine"
2001,"Carl G. Leukefeld"
2002,"William J. McAuley"
2003,"David C. Grossman"
2003,"Steven Stern"
2004,"Craig A. Molgaard"
2004,"Rebecca Wells"
2005,"Sean Smith"
2006,"Gerald J. Jogerst"
2006,"Katherine Treiman"
2006,"Kathy L. Reschke"
2006,"Recinda L. Sherman"
2006,"Shannon L. Smith"
2006,"Stacey H. Kovac"
2007,"Kathy Prochaska-Cue"
2008,"Jane Chalmers"
2008,"Kent W. Kercher"
2008,"Matthew R. Lee"
2009,"Douglas J. Wiebe"
2009,"Kathleen C. Brown"
2009,"Orit Even-Shoshan"
2009,"Paul Terry"
2010,"Harold E. Nelson"
2010,"Helen H. Jensen"
2010,"Leslie Stoel"
2010,"Michael Spagnola"
2010,"Rebecca J. Schlegel"
2010,"Stephen Petterson"
2010,"Timothy Holmes"
2011,"Anne C. Goodenow"
2011,"Elizabeth Salt"
2011,"Gordon F Mulligan"
2012,"Heather Nachtmann"
2012,"Karen McDonnell"
2012,"Marianne M. Hillemeier"
2012,"Vijay Golla"
2012,"William R. Carpenter"
2013,"Amanda K. Arrington"
2013,"Brendan G. Carr"
2013,"Elizabeth G. Hunter"
2013,"Philip Berke"
2013,"Stephen Petterson"
2013,"William R. Freudenburg"
2014,"Clair J. Beard"
2014,"Connie Neal"
2014,"James B. McCarter"
2014,"John W. Coulston"
2014,"Justin B. Moore"
2014,"Kristen A. Conner"
2014,"Michael A. Andrykowski"
2015,"Andrew J. Jacobs"
2015,"Augustin Raupp"
2015,"Barbara Abrams"
2015,"Brenda Wiens"
2015,"Chris Flaherty"
2015,"Connie Neal"
2015,"James E. Allen"
2015,"Jane A. Mcelroy"
2015,"Janet L. Heitgerd"
2015,"Jessica L. Petrick"
2015,"Leighton Ku"
2015,"Lisa Cacari Stone"
2015,"M. Nawal Lutfiyya"
2015,"Marie L. Lobo"
2015,"Martin S. Lipsky"
2015,"Nancy Schoenberg"
2015,"Paul L. Nguyen"
2015,"Sophia Greer"
2015,"Sue Thomas-Cox"
2016,"Craig H. Ziegler"
2016,"David Raben"
2016,"Evelyn Ravuri"
2016,"James F. Burgess"
2016,"Joseph G.L. Lee"
2016,"R. Steve Fricker"
2016,"Richard S. Krannich"
2016,"Sally Freels"
2016,"Sarah Elizabeth Beasley"
2016,"Scott Bilder"
2016,"Seth D. Force"
2016,"William F. Rayburn"
2017,"Aadia Rana"
2017,"Alessandra Fusi"
2017,"Alex Mark Lechner"
2017,"Amber Saylor Mase"
2017,"Amy Hillier"
2017,"Ana Clara Duran"
2017,"Anca Gabriela Petrescu"
2017,"Andrew Lucas Blaize Davies"
2017,"Andrew Maiorana"
2017,"Anna M. Nottmeier"
2017,"Ari Samaranayaka"
2017,"Ashfaq Ahmad Shah"
2017,"Barrett A. Lee"
2017,"Baskar Ganapathysubramanian"
2017,"Ben Colaiaco"
2017,"Bettina Cavenagh"
2017,"Blake Boursaw"
2017,"Boban Cvetanovic"
2017,"Breana M. Dieringer"
2017,"Brian M Alexander"
2017,"Brigham Bastian"
2017,"Bruce Folck"
2017,"Bruno O. Ferronato"
2017,"Bryan C. Batch"
2017,"Carol S. Weisman"
2017,"Catherine N. Cutter"
2017,"Chan Zeng"
2017,"Charlotte Flaherty"
2017,"Cheeling Chan"
2017,"Chloe Portanger"
2017,"Chris Souder"
2017,"Christal N. Davis"
2017,"Christian Wyenandt"
2017,"Claudia Wagner-Riddle"
2017,"Claudio Gratton"
2017,"Courteney Smith"
2017,"Daniel D. Seaton"
2017,"Daniel Headifen"
2017,"David Egan-Robertson"
2017,"David F. Zane"
2017,"David Marcozzi"
2017,"David R. Murdoch"
2017,"David W. Bates"
2017,"Deanna L. Osmond"
2017,"Deanna Osmond"
2017,"Denise R. Eblen"
2017,"Denita Hadziabdic"
2017,"Derek Johnson"
2017,"Derric Pennington"
2017,"Devin J. Rose"
2017,"Diogo Thimoteo da Cunha"
2017,"Djura L. Hoeksma"
1994,"Katherine L. Kahn"
1994,"Richard B. Hays"
1996,"Cathy Kassab"
1998,"Debra J. Brody"
1999,"Richard H. Phillips Jr."
2000,"Nancy L. Markee"
2002,"Holly R. Barcus"
2002,"Virginia Rovnyak"
2003,"S. Melinda Spencer"
2003,"Sara Jane Gainor"
2003,"Steven G. Gabbe"
2004,"Ike S. Okosun"
2005,"Stephen W. Wyatt"
2005,"William W. Davis"
2006,"Jamie Perin"
2006,"Jennifer Cole"
2006,"Kenneth G. Saag"
2006,"Michael G. Meyer"
2007,"Ginny Sprang"
2007,"James D. Colliver"
2007,"John W. Creswell"
2007,"Mary J. Dyck"
2009,"Ayse Akincigil"
2009,"Jarron M. Saint Onge"
2009,"Laura E. Happe"
2009,"Laura Lhotka"
2009,"Martin L. Lee"
2009,"Scott A. Horel"
2010,"Fitzhugh Mullan"
2010,"Rachael A. Woldoff"
2010,"Steven Tobler"
2010,"Teresa Kohrman"
2011,"Hong Xiao"
2011,"Mark N. Stein"
2011,"Matthew Miller"
2011,"Steven R. Lowenstein"
2012,"Agnes B. Lobscheid"
2012,"Andrew Bazemore"
2012,"Joel G. Anderson"
2012,"John Clarkson"
2012,"Kimberly A. Herget"
2012,"Sang Nam Ahn"
2012,"Savina Aneja"
2012,"Sherri M. Cook"
2013,"Andrew Toler"
2013,"Ayal A. Aizer"
2013,"Christie A. Befort"
2013,"Jamie M. Abelson"
2013,"John Cooper"
2013,"L. Douglas Case"
2013,"Marisa E. Domino"
2013,"Robert L. Muelleman"
2013,"Terry L. Besser"
2013,"William C. Becker"
2014,"James S. Goodwin"
2014,"Kristin Ashford"
2014,"Terri Corsi"
2015,"Brenna Blackburn"
2015,"Carrie B. Oser"
2015,"Charles Gallia"
2015,"Hui Zhu"
2015,"Lee S. Friedman"
2015,"Lindsay R. Stradtman"
2015,"Mark Sorbero"
2015,"Megan F. Dickson"
2015,"Michael J. Kanellis"
2015,"R. Bruce Donoff"
2015,"Rachel M. Burns"
2015,"Rachel Young"
2015,"Richard Smith"
2015,"Samah Hayek"
2015,"Shelia K. Hulbig"
2015,"Tzu-Ching Wu"
2016,"Alexi A. Wright"
2016,"Daniel W. Bowles"
2016,"Eric C. Larson"
2016,"John Paul Jameson"
2016,"Kemi M. Doll"
2016,"Neil E. Martin"
2016,"Niraj J. Gusani"
2016,"Quoc-Dien Trinh"
2016,"Sally Lawrence Bullock"
2016,"Shaveta Khosla"
2016,"Xianglin L. Du"
2017,"Aaron M. Kociolek"
2017,"Afshin Ostovar"
2017,"Alayna M. Markwordt"
2017,"Alejandra Cantoral"
2017,"Alessandro Franchi"
2017,"Aliya Collier"
2017,"Allison M Martin"
2017,"Aluisio de Lima-Campos"
2017,"Amanda D. Harwood"
2017,"Amit J. Jhala"
2017,"Amy Trauger"
2017,"Ana I. Sanjuán-López"
2017,"AnDina Wiley"
2017,"Andrea Colantoni"
2017,"Andrew Kirby"
2017,"Angela Melder"
2017,"Anna E. Austin"
2017,"Anna M. McClung"
2017,"Arturo Sanchez-Azofeifa"
2017,"Aske S. Bosselmann"
2017,"Baris Unver"
2017,"Belinda Parke"
2017,"Benaissa Chidmi"
2017,"Bhagirath Singh Chauhan"
2017,"Bjørn Klimek"
2017,"Bob Barnetson"
2017,"Bounlouane Douangngeune"
2017,"Bradley A. Shoyer"
2017,"Bradley B. Walters"
2017,"Brian D. Richter"
2017,"Carlotta Caplenor"
2017,"Cheryl A. Young-Pelton"
2017,"Cheryl Irmiter"
2017,"Chris L. Main"
2017,"Chris Slootmaker"
2017,"Chris Wolverton"
2017,"Christopher B. Barrett"
2017,"Christopher D. Ives"
2017,"Christopher Rymond"
2017,"Christopher T. Bastian"
2017,"Christopher Wildeman"
2017,"Chuen Seng Tan"
2017,"Constance F. Citro"
2017,"Daniela Zapata"
2017,"Daphne A. Haas-Kogan"
2017,"David C. Bressler"
2017,"David C. Ribar"
2017,"David J. Barker"
2017,"David Lamie"
2017,"David R. Lairson"
2017,"Debra A. Harley"
2017,"Deven M. Patel"
1993,"RICHARD MCHUGH"
1996,"R. Paul Duncan"
1998,"Indranil Bagchi"
1998,"Thomas A. Lyson"
2000,"John Popovich Jr."
2001,"Gary E. Rosenthal"
2002,"Charles L. Wiggins"
2002,"Michael L. Nance"
2003,"Carol Rubin"
2003,"Elizabeth Merwin"
2003,"John R. Baldwin"
2003,"Stephen M. Petterson"
2004,"Al M. Best"
2004,"Arthur Mourino"
2004,"Bonnie Braun"
2004,"Steven S. Coughlin"
2005,"Eugene J. Lengerich"
2005,"Marika K. Iwane"
2005,"Paul M. Paulman"
2006,"Ann Rathbun"
2006,"Audie A. Atienza"
2006,"James C. Hite"
2008,"Amy Christian"
2008,"Tara O'Brien"
2009,"Alexander C. Tsai"
2009,"Beth Rous"
2009,"Christina Lanier"
2009,"David G. Litaker"
2009,"Deborah Jelks"
2009,"Denise T. Kruzikas"
2009,"John Paul Jameson"
2009,"Karen Edge"
2009,"Kyle Porter"
2009,"Mark Allen"
2009,"W. Jay Christian"
2010,"Beth A. Bailey"
2010,"Emmeline Chuang"
2010,"Joel Gaydos"
2010,"Michael W. Hail"
2010,"Michal Grinstein-Weiss"
2010,"Robert E. Roth"
2010,"Seohee Son"
2011,"Catherine Barber"
2011,"Dawn Hendricks"
2011,"Marc W. Patry"
2011,"Sai S. Cherala"
2012,"Alice K. Jacobs"
2012,"David W. Marcouiller"
2012,"Heather M. Bush"
2012,"Jennifer S. McCall-Hosenfeld"
2012,"Jeremy S. Bordeaux"
2012,"Nengliang Yao"
2013,"Elizabeth P. Biebel"
2013,"James M. Whedon"
2013,"Jane Perry"
2013,"Margaret R. Savoca"
2013,"Wei Yu"
2014,"Anna Acuna"
2014,"Brian M. Alexander"
2014,"Bridget Teevan Burke"
2014,"Catherine Kane"
2014,"Cathy Lester"
2014,"Donna S. Neuberg"
2014,"Eric M. Wallen"
2014,"James A. Jeuck"
2014,"Matthew R. Danzig"
2014,"Stephanie B. Jilcott Pitts"
2015,null
2015,"Adam S. Levin"
2015,"Alison K. Krajewski"
2015,"Debra L. Bogen"
2015,"Edward Ip"
2015,"Jeffrey J. Leow"
2015,"Joseph G. L. Lee"
2015,"Lisa Shannon"
2015,"Michele Staton-Tindall"
2015,"Robin C. Vanderpool"
2015,"Warren Jay Christian"
2016,"Andrew J. Clair"
2016,"Ann Haas"
2016,"Ke Meng"
2016,"Riti Pritam"
2016,"Vinayak Muralidhar"
2016,"Yong-Fang Kuo"
2017,"Aaron De Laporte"
2017,"Achilleas Vassilopoulos"
2017,"Adeola Adesokan"
2017,"Adriana M. Valcu-Lisman"
2017,"Aidan Davison"
2017,"Ailish Hehir"
2017,"Aimee Hasenbeck"
2017,"Alan C. York"
2017,"Alexandra McManus"
2017,"Alyssa K. Rudy"
2017,"Amanda L. Dye"
2017,"Ana C. Cram"
2017,"Anastasia Feifer"
2017,"Anastasia W. Thayer"
2017,"Andrea Basaldúa"
2017,"Andrea Bath"
2017,"Andrew Breck"
2017,"Andrew M. McKenzie"
2017,"Andro Gogichaishvili"
2017,"Andrzej Tabeau"
2017,"Anna Czerwinska"
2017,"Antoinette J. Piaggio"
2017,"Antonio Lopolito"
2017,"Arnold G. Reinhold"
2017,"Avijit Haldar"
2017,"Avishek Datta"
2017,"Ayako Ebata"
2017,"Ayla Santana Da Silva"
2017,"Barbara Brandl"
2017,"Beatrice Rogers"
2017,"Ben Hudson"
2017,"Berien Elbersen"
2017,"Bishnu Raj Upreti"
2017,"Brian H. Jacobsen"
2017,"Brian M. Hilbun"
2017,"Bruce W. Wood"
2017,"Camila Elisa dos Santos Alves"
2017,"Carl J. Bernacchi"
2017,"Carl Shaw"
2017,"Carrie A. Scheidel"
2017,"Carrie L. Draper"
2017,"Catherine Pirkle"
2017,"Cedric Habiyaremye"
2017,"Cheryl Precious"
2017,"Christine Perdan Curran"
2017,"Christy L. Bratcher"
2017,"Chunlai Chen"
2017,"Courtney Robinson"
2017,"Craig A. Johnston"
2017,"Damian Collins"
2017,"Daniela S. Gonzales"
2017,"Daphne C. Hernandez"
2017,"David Marburger"
2017,"Tara Tran"
2017,"Taronish H. Irani"
2017,"Taylor C. Adams"
2017,"Terry Soh"
2017,"Thaíse Alves-Bezerra"
2017,"Theresa L. Walunas"
2017,"Thomas Bleeckx"
2017,"Thomas W. Hertel"
2017,"Timothy M. Smith"
2017,"Tomas Huanca"
2017,"Tony Champion"
2017,"Trent T. Milacek"
2017,"Tyler L. Holliday"
2017,"Vaishali Patel"
2017,"Valerie Garcia"
2017,"Violetta K. Schaan"
2017,"William James Hoverd"
2017,"William R. Raun"
2017,"Xue Xie"
2017,"Yanyan Lu"
2017,"Yuhuan Chen"
2017,"Zhifeng Gao"
2018,"Alexander Zorn"
2018,"Alfonso Scardera"
2018,"Amir Najafi"
2018,"Ana L Amaro"
2018,"Andrew Petran"
2018,"Andrew Rosenblum"
2018,"Angello Mwilawa"
2018,"Anita Morzillo"
2018,"Ann Hendrich"
2018,"Autumn J. Oczkowski"
2018,"Awio Bruno"
2018,"Azaria V. Lewis"
2018,"Beni Lew"
2018,"Benjamin W. Chrisinger"
2018,"Benjamin Xie"
2018,"Benjamin Yao Folitse"
2018,"Beth Thompson"
2018,"Bo Yang"
2018,"Bonnie Halpern-Felsher"
2018,"Bonnie L. Keeler"
2018,"Brian Cook"
2018,"Brian K. Lo"
2018,"Calvin F. Wolter"
2018,"Candice Hasenyager"
2018,"Carla M. Prado"
2018,"Carlo Giaquinto"
2018,"Carlos Felipe Urquizar Rojas"
2018,"Cassandra Firneno"
2018,"Chakradhar Mattupalli"
2018,"Chanelle J Howe"
2018,"Chao-Hui Huang"
2018,"Charles Sanchez"
2018,"Chloe M. Mattia"
2018,"Chris Carlson"
2018,"Christian Nozais"
2018,"Christopher C. Mundt"
2018,"Christopher Fucile"
2018,"Christopher M. Moreman"
2018,"Christopher M. Perlman"
2018,"Clare Hocking"
2018,"Cody F. Creech"
2018,"Corey Hannah Basch"
2018,"Daniel C. Schlatter"
2018,"Daniel R. Margulies"
2018,"Daniel T. Lichter"
2018,"Darrin M. Dodds"
2018,"David A. Dargatz"
2018,"David Anstiss"
2018,"David J. Smith"
2018,"David Reynolds"
2018,"David. M. Tumusiime"
2018,"Debabrata Barik"
2018,"Debra Jackson"
2018,"Delilah Jaworski"
2018,"Derek R. Faust"
2018,"Dima Faour-Klingbeil"
2018,"Dominique M. Gross"
2018,"Edward F. Ellerbeck"
2018,"Elizabeth Howlett"
2018,"Eran Bendavid"
2018,"Erik Mathijs"
2018,"Evert Van der Sluis"
2018,"F. Monte Rouquette"
2018,"Fiona Kelly"
2018,"Flavio G. Rocha"
2018,"Florent Deledalle"
2018,"François-Michel Le Tourneau"
2018,"Frank J. Louws"
2018,"Fred L. Allen"
2018,"Frederick E. Below"
2018,"Fulvio Di Fulvio"
2018,"Gabriel Rennberger"
2018,"Gabrielle Mason"
2018,"Gavin Bruce Stewart"
2018,"Genhai Zhu"
2018,"Gennady Yukhin"
2018,"George Adamides"
2018,"Gillian A. M. Tarr"
2018,"Gregory M. Marcus"
2018,"Griffiths G. Atungulu"
2018,"Guangqing Chi"
2018,"Hal O. Liechty"
2018,"Hao-Yu Wu"
2018,"Haseeb Akram"
2018,"Hayden Warner"
2018,"Heather Webb"
2018,"Henry E. Alapiki"
2018,"Henry Lau"
2018,"Herman A. Taylor"
2018,"Ian Civil"
2018,"Ibolya Lámfalusi"
2018,"Indranil Bardhan"
2018,"Inge Holsappel"
2018,"Ivan El-Sayed"
2018,"Jaime C. Branco"
2018,"James B. Holt"
2018,"James E. Klett"
2018,"Jan Zalasiewicz"
2018,"Jane E. Oliphant"
2018,"Jasamrit S. Bakshi"
2018,"Jason Trembly"
2018,"Jaspreet Singh"
2018,"Jay Ham"
2018,"Jayson L. Lusk"
2018,"Jen Kader"
2018,"Jennifer S. Rivelli"
2018,"Jeri Ooka"
2018,"Jerold C. Alcantara"
2018,"Jiali Shang"
2018,"Jian Peng"
2018,"Jiries Meehan-Atrash"
2018,"Jiyan Ma"
2018,"Joel Brown"
2018,"John C. Rupe"
2018,"John Garlisch"
2018,"John H. Grove"
1992,"Michael E. Whitcomb"
1994,"Mindy Smith"
1996,"Roger A. Rosenblatt"
1999,"R. Turner Goins"
1999,"Thomas A. Arcury"
2002,"Larry G. Rooks"
2002,"Surrey M. Walton"
2003,"Sandra K. Kammermann"
2005,"Brent J. Shelton"
2005,"Colleen C. McLaughlin"
2005,"Linda Lobao"
2005,"Linnae L. Hutchison"
2005,"Thomas C. Tucker"
2006,"Catherine Hagan Hennessy"
2006,"Karen Medley"
2006,"Laudan Y. Aron"
2006,"Lucia Rojas-Smith"
2007,"Douglas Wagner"
2008,"Eric J. Feuer"
2008,"Gerald J. Jogerst"
2008,"Gretchen G. Kimmick"
2008,"Jonathan I. Groner"
2008,"Ronald E. Cossman"
2008,"Veronica M. Vensor"
2009,"Mario Zeolla"
2009,"Rachel A. Gooze"
2009,"Sergio Ruiz-Córdova"
2010,"Gretchen Kolsky"
2010,"Min Zhan"
2010,"Thomas A. Arcury"
2011,"David G. Stinchcomb"
2011,"Dhrubajyoti Bhattacharya"
2011,"Mary Ellen Slaughter"
2011,"Melody J. Eide"
2011,"Sarah Dewane"
2012,"Anna P. Schenck"
2012,"Elizabeth Barnett Pathak"
2012,"Jay R. Harris"
2012,"Kyle Moylan"
2012,"Narine Badasyan"
2012,"Richard Gary Rozier"
2012,"Shauna Hallmark"
2012,"Steve Browning"
2012,"William Howe"
2013,"David Marcouiller"
2013,"Guofen Yan"
2013,"Jane Jones"
2013,"John G. Hunter"
2013,"Patricia Drentea"
2014,"Alice K. Jacobs"
2014,"Angela M. Spleen"
2014,"Brian D. Gustman"
2014,"Heather Beil"
2014,"Jeanine M. Buchanich"
2014,"Kathleen Cox"
2014,"Mona Saraiya"
2014,"Paul L. Nguyen"
2014,"Sarah Adkins"
2014,"Susan K. Frazier"
2014,"Yi-Bin Chen"
2015,"Amer M. Zeidan"
2015,"Ateev Mehrotra"
2015,"Benjamin L. Judson"
2015,"Erin Winston"
2015,"Fabian T. Camacho"
2015,"Heath B. Mackley"
2015,"K. Nikki Barefoot"
2015,"Matthew Thomas Clement"
2015,"Peter C. Damiano"
2015,"Wei Pan"
2016,"Amanda T. Wiggins"
2016,"Bronwyn E. Fields"
2016,"Catherine B. Kemp"
2016,"David L. Wiegman"
2016,"Debra Bernat"
2016,"James A. Bovaird"
2016,"Lucy F. Chen"
2016,"Rachel Smith"
2016,"Ross Lawrenson"
2016,"Sara N. Bleich"
2016,"Sung-Kiang Chuang"
2016,"William Pfeifle"
2016,"Xiaoting Qin"
2017,"Aaron Shew"
2017,"Abdullah Alhameid"
2017,"Adalberto Angel Pérez De León"
2017,"Alfio Strano"
2017,"Aluel Go"
